fecha	hash_original	hash_nuevo	corto_original	corto_nuevo	asunto
2026-07-31	21592b6f67657c3dd22039ab48405a6070a32cc4	7144d5b97d4bd36838d3dfc60469fea6d033009e	21592b6	7144d5b	docs(eval): verifica el fix de chunk-imán re-ingestando bsuite-auditorias-test
2026-07-31	51b298efbea2d9a16a3108a10de49ee6b99a3da6	a8a42fcac6fe4b07b7330e7e39121707edf39b0f	51b298e	a8a42fc	feat(resumen): expone el resumen de negocio en SourceDto (Reto D)
2026-07-31	c3593a1ba0d529df93224ced5ed18cae17cf0ce1	baca71780428eac92b9ec8991a2bf38908e121b3	c3593a1	baca717	feat(resumen): agrega el 3er vector dense-resumen (RRF a 3 bandas) y fusor ponderado
2026-07-31	d23ac24685aaf38e9d0df179a8abc0931c09944f	9616c609c1bbbeac2474803d8587341d739115f3	d23ac24	9616c60	docs(eval): re-etiqueta el eval-set bsuite-auditorias con evidencia directa
2026-07-31	f690c63196b73fc4d95204ade0202469335fb1f5	a8ab4088d18fba782241068752de197fb681c57c	f690c63	a8ab408	fix(chunking): corrige metadata StartLine/EndLine engañosa en chunks agrupados
2026-08-01	85efc8581faf632798882b1e48d3e4c31d4b61ec	11acc086f7968ae78d73eaf0e417be16957ba023	85efc85	11acc08	docs(eval): registra el escalado de bsuite-repo con ambos fixes
2026-08-01	a534aa0eeb457f0bd12ab3a1c53a82d397beb6a6	483845368090adab3be4d65c68600a0586fd8275	a534aa0	4838453	fix(cli): la duración de rag ingest ya no descarta las horas
2026-08-07	0f92a133f67026905a80069e735a9c0661687f4e	164842e9967f9ac3c363f6c6cf3d0d4a18f77561	0f92a13	164842e	chore(poc): commitea el caché de resúmenes del PoC de búsqueda libre
2026-08-07	37a9d0c910db5958291523f738bdb13a049d3aa4	da2affecc7fbd9a3ac6ab50f162fa3096a1e21d2	37a9d0c	da2affe	docs(retrieval): registra el abandono del boost estructural (afinidad de clase)
2026-08-07	56653ef2956fef44159d66aa4dd2a17ff81169eb	97dbfd58cc7ae2e57b18873590c96edc7fe4086c	56653ef	97dbfd5	feat(chat): swap de contexto a resumen cacheado en modo Simple (Fase 2)
2026-08-07	7cdbbf50906ed8fac9b775d6994fcb11bb10def2	54c75b25f7ac6203ea90384cddacac3ef90c50b3	7cdbbf5	54c75b2	docs(chat): analiza por qué el modo Simple sigue mostrando código
2026-08-07	8b171a4892cb32a10a8c77763d2dc143474cf70c	99352505799177d5842488869408e66d01b66073	8b171a4	9935250	fix(chat): corrige fabricación en modo Simple y agrega filtro anti-código
2026-08-07	90c04cf73b2e7d2512f979cb57288ba252a562ec	b2078ba8a9212a58486cde440d23fa8ab521aea8	90c04cf	b2078ba	docs(chat): incorpora revisión al plan del modo Simple (mecanismo por-chunk)
2026-08-07	d8db529bc3f4cf2c88f9a61ee221634e9707151b	577aa3325a79f8be64b2a23ec58562f695393470	d8db529	577aa33	feat(chat): agrega toggle de respuesta simple/técnica (ResponseMode)
2026-08-08	002359cf8a3b3526011e786fa4e406a1550ebed6	4790b20ad0216069c8932bc2ad8ed3f4ea64539c	002359c	4790b20	docs(chat): plan para explicación semántica real en modo Simple
2026-08-08	39e674f2edc1a32232d6ba5b087c8b509af48e0a	c0ccb3665660a76d50305ca070d5a2237895eebc	39e674f	c0ccb36	fix(chat): humaniza identificadores en modo Simple en vez de ocultarlos con placeholder
2026-08-10	f3bd2b74fe5f2d0793b386f1bf497121ea43fb51	87eef4f8c5ac37bb7c60b15c80ecd9707e12e460	f3bd2b7	87eef4f	docs(guardrail): plan de gate de alcance para rechazar ayuda con tareas ajenas al corpus
2026-08-11	7b9ba73ebf3f428f16eb2c1c6592e29b6757de4f	8a214a7ff1ab10033ea419a0bfbeddf664a2fe3d	7b9ba73	8a214a7	docs(prompts): plan de consolidación vs vault externo para prompts hardcodeados
2026-08-21	00c55694a9f480b0eca3911c5f25877119a34f2e	297389fe72a4f842fc1c4b3bdfe387d4de37e69e	00c5569	297389f	docs(plan): registra el artefacto sqlite huérfano observado al verificar 1.2
2026-08-21	0f74f642086601a45a94cf8ccab511c09790ec97	b2b14cc1221dd62c41a51a6bf8c25c07bd144108	0f74f64	b2b14cc	fix(prompts): rechaza en vez de fabricar cuando el corpus no tiene la respuesta
2026-08-21	1baf247b9a8add2420fd99cb6423d53fe9f2e755	30fd4f6be87fa9841be3b0aa5e6616941e08436f	1baf247	30fd4f6	fix(chunking): el chunker de TypeScript ya no separa el cuerpo de su firma
2026-08-21	1e46e5a4c674fe79c3738066bcb1e53a61c12fb2	b314c9fd162535cca4c494d1361060a42b788d18	1e46e5a	b314c9f	chore(plan): versiona el arnés de ejecución del plan de ingeniería
2026-08-21	43177659d739d293fa2e2d624a7c1e4312184af3	2b6ef2c83e26fa2acbc0273b21fd9201628b2414	4317765	2b6ef2c	feat(eval): los baselines ahora registran con que configuracion se produjeron
2026-08-21	4e2b972c2965fef3c21a2009226899c3be327056	2fd7f69e495c2b1d86eb11aae3a36dfda70b6573	4e2b972	2fd7f69	fix(cli): rag doctor ya puede correr cuando falta o falla el modelo ONNX
2026-08-21	5f0ec230207ddde536a390fbc5e4eb563adf5c22	b964abb4075f8eeccf39ddc7f07fc043b5ddf8ce	5f0ec23	b964abb	feat(config): rutas de modelos y logs portables, sin depender de la máquina ni del cwd
2026-08-21	62b5215901129c2c13d07b3a138ad45db8840278	b37e2240e3e476e4e92e9014f813a67786386c03	62b5215	b37e224	fix(eval): el commit ya no invalida la comparacion de baselines
2026-08-21	65387b4fea8f8bd92305a84abe950111a696f928	34444a94ecd0ac9193a07a5e84bca9eb9b7d8006	65387b4	34444a9	docs(plan): cierra el item 1.7 con el run verde de CI en GitHub
2026-08-21	6c81bd151b4576cb2d9b64683e1f6b3ef2bfb6c4	7058bb718be800500659c20c2cac945cd993bffb	6c81bd1	7058bb7	fix(deps): sube Microsoft.Data.Sqlite a 10.0.11 para salir de la SQLite vulnerable
2026-08-21	6d09a6b6a0e7a480c1ef79fa080e4f63e3f88aaa	7cfa72f4e15c3ca9d2f40fc7eed3c757e445440e	6d09a6b	7cfa72f	docs(calidad): linea base final antes de la re-ingesta
2026-08-21	702a3df02968107202e5ee5c22d4a2fd6c04dc88	70985c9e054295a0248205547ba0fc799d56e08a	702a3df	70985c9	refactor(chunking): comparte la agrupacion por presupuesto y el prefijo del encabezado
2026-08-21	73a53123ee9ff32209f1241b949156388e3072fd	37369dbf97893718149c5b7f83d49a6352b49cbd	73a5312	37369db	ci: agrega workflow minimo de build y tests
2026-08-21	a680f192ac79a8244fa4b904772804791b628a0a	17318881bd8f92fbe057759536c8df897ac46c22	a680f19	1731888	fix(cli): libera el entorno global de ONNX al salir; el CLI ya no aborta con exit 134
2026-08-21	ba70ec1c0d6ec680a514f22be6dfd0fb6c3cc902	68ec19947f0b64abad44501c2b7f954e3222f54a	ba70ec1	68ec199	chore(logs): saca 49 MB de logs del árbol de código y endurece .gitignore
2026-08-21	bc746bf12763039e9417544e754a12849c9cc147	a08932669d77d5524c5f0a27e5dc8375b485fbe5	bc746bf	a089326	fix(cli): la tabla de progreso de la ingesta ya avanza, y sube el contrato de chunking a 2
2026-08-21	cd33ec4f80c4dfaa8df28ebca776fb0f9fa7eee6	aa2e65aa0631611e6d950e7a0daaa5f0a15cd495	cd33ec4	aa2e65a	refactor(prompts): consolida los prompts del sistema en Prompts/
2026-08-21	d3305f47d311cbb28acf2f75afac1589b92ddff5	8f187da59c30b42f4ce766780f963d53b09c6382	d3305f4	8f187da	feat(cli): --yes para confirmar --force sin terminal interactiva
2026-08-21	d762462552d7075da071e49e99913d835e6d75d2	279895a5edc0effb8f2ea1349f07832b4161f813	d762462	279895a	test: primera red de seguridad — 41 tests sobre la logica mas fragil del motor
2026-08-21	d9649399404c1e2eeb227a02b4111f76e97a1d32	0f467315b8f55373019c0748e3aaf15c8106df34	d964939	0f46731	feat(eval): arnes de calidad de respuesta, y la API respeta ASPNETCORE_URLS
2026-08-21	d9a95dd7ad9881648a2315fad215a9d9f72466db	5f46a360b4dd1ae5be620f09d70bea2412c32c58	d9a95dd	5f46a36	fix(cli): rag ingest ya no reporta exito cuando pierde chunks en el camino
2026-08-21	dc17dabb4a42fce82b63decc7f455dbd2898bb38	2393012e3c33a2b4cfd42506255b9284b1c4d8cc	dc17dab	2393012	refactor(chunking): extrae la construccion de chunks y la geometria de ventana
2026-08-21	e0baea6a1d5190e891bef4eda5de1e889c7644b1	ebd85ca14e05e02ed2898ba27fc497bd8ca30064	e0baea6	ebd85ca	docs(ops): comandos de re-ingesta manual y por que no cuesta 19 horas
2026-08-21	e24125a846abeeaada5d907224f6217ad679de00	f98efe83c605f1aea012ccc6e9f31ff87a673062	e24125a	f98efe8	chore(repro): versiona replicate-env en el repo
2026-08-21	f2d8674ce2452783a805427f368d1bd05cb6dd71	8764ca10a5add1d2ac6bb31a3450e471640b4c97	f2d8674	8764ca1	docs(calidad): linea base de calidad de respuesta y A/B de la Fase 2
2026-08-21	f62c100e003f5d9a4b32db19d1289dc72e9f32f4	fb8b8e47fa94e62cc7756ab1cb90f719e6a15bd4	f62c100	fb8b8e4	fix(chunking): un mismo archivo ya no se indexa distinto por venir de Windows
2026-08-21	feee7981ce21f45acf472178e21439fe5e852e63	3c23e7f80d3a843aae4cd4c34dd29b051b41c58e	feee798	3c23e7f	chore(cli): elimina una dependencia beta muerta y un registrador sin uso
2026-08-22	1398b68d100d3a7850556231a39d012a6d180473	9d86e67bb75d29aa6e411d53e62f42d996d1ef3e	1398b68	9d86e67	feat(api): las fuentes de un corpus de prosa dejan de redactarse en modo Simple
2026-08-22	243a38cd56a0ce647fed4b396631439e6042057b	921e631b6ed861b271ca5684ca5619a22266e1e9	243a38c	921e631	docs(analisis-futuro): el gate de confianza y el score de rerank inestable
2026-08-22	3cad98e7fc5eb953ac98d503567550d687d208dd	24a376260abe7264f87a0485289d88196aa03499	3cad98e	24a3762	docs(analisis-futuro): concurrencia y la caché compartida de cara a producción
2026-08-22	732b048e5c391c0b8f645ab8d6e8382745714270	dbd5e2d11e1f7efe94e8da872eb8f3bb448e218c	732b048	dbd5e2d	feat(ingesta): reglas de exclusión .gitignore/.ragignore en el escaneo
2026-08-22	79ee7d6a085e3ce66ec6b38e9306d406affb4b23	e591458df31a8c980c2ad06d17471fd636505f22	79ee7d6	e591458	docs(cli): documenta --yes y --con-resumen, y corrige la nota de automatización
2026-08-22	a341e06b2c3c32193dd28f6f5122498220b7f01c	bf922a9634659f99a2e38df4c636d10c9249cacc	a341e06	bf922a9	fix(ingesta): repara el vector de resumen vacío que tiraba lotes enteros en Qdrant
2026-08-22	c21cf1d6bfbaaaecfd7e8106183818793be09746	79dba719a2d0be5318cfefbeae7de637d5798f7a	c21cf1d	79dba71	fix(cache): aplica busy_timeout en todas las conexiones, no sólo en la de setup
2026-08-22	e559d80630dee08e7080421ffcfd7f4b697087d6	c2d3374e20231c171ee11725a93b3911a5bcfbac	e559d80	c2d3374	feat(ingesta): la ingesta incremental borra los puntos que dejó obsoletos
2026-08-22	f82226819fbf29b58de7b994be8d47e961e7f1cb	60a86787e9c83afb65401bfdb5ac149b64948778	f822268	60a8678	docs: actualiza la documentación tras los arreglos de ingesta de esta sesión
2026-08-24	04508e0a0f91adce8a29692b7575287309ee4180	bbdd15fc332664783982b3afdee145792718d2ac	04508e0	bbdd15f	docs(plan): registra la Ola 4 en el ledger de ejecución
2026-08-24	07297ac95263a40ccd25f8b4a159113d9576af6a	743c87f3d0425a3894ae38967691e2145d2f79a7	07297ac	743c87f	feat(arnes): modos de supervisión para lanzar un ítem
2026-08-24	15b0f32b5802914aed2838039caafd7003bea7ab	82a9ff48cb6c83d473eb3024314c7cd5a654c6c2	15b0f32	82a9ff4	docs(arnes): el arnés de ejecución, portable y con guía de uso
2026-08-24	25ff4354fd54eaf48c20c9c6ef18b72e729ef0b3	333989c45969aadbef6f8e5e523e06403edaefa6	25ff435	333989c	docs(plan): aplica al ledger el delta del plan de refinamiento
2026-08-24	5839529330f132c57443e6ff2e17fa8e0c4e8918	c91607d97255c774a7e627b0788fb1dd86e8ae6d	5839529	c91607d	feat(infra): la sesión nueva arranca sabiendo qué ítem del plan toca
2026-08-24	6b5ef61be69fec5339386767eeadc73c08da1a1c	8cba0426b3bb7ee4a08a352c0786b0d458e734c9	6b5ef61	8cba042	fix(4.6): limpiar 272 chunks obsoletos de bsuite-repo
2026-08-24	7754a1cce98d2b70ebd9d49cfdc9eff04f02a64b	070270f8f9ef89a8058c0670bf33452ae43c9a8b	7754a1c	070270f	feat(3.2): endurecer API con ProblemDetails, health real, límites y CORS
2026-08-24	8e5b881ba32afbd57a0a141c4af4b6f135a56ab2	7318d406779fae9a644c82ebf72ba553408a8643	8e5b881	7318d40	docs(1.12): cerrar investigación de yourdatabasefile.db sin causa reproducible
2026-08-24	a647c2641aa357f0666893ae190f07a56bf4d361	cfe4a24644ff2e6db65ac4ee686e7cec1e134d51	a647c26	cfe4a24	fix(1.15): cubrir nohup.out con .gitignore
2026-08-24	a8e6975863ac0950705639174f869d52b6bb7903	219ea590f6747221665f17a06e44ed7b82d5af40	a8e6975	219ea59	refactor(2.2): partir RagGenerationService en cinco responsabilidades
2026-08-24	a94e67d35b7030037b67f1e319bb5c1e33344cf0	16e59152f0b8c943fb0daa42c3c2edc17281e4c1	a94e67d	16e5915	feat(infra): un ítem del plan por sesión de contexto limpio
2026-08-24	ba1233960d54957b4ddae3a480c1de828daa52c9	11f93ef2600884107019b3af1a7d2364f3fd5601	ba12339	11f93ef	docs(analisis-futuro): evalúa la propuesta de refinamiento y registra el plan
2026-08-24	bb25c4d3af6f84c9b2546558f4b9c991062e3379	48ef624ec3121d4e085511f9a28cc0af118ef5a2	bb25c4d	48ef624	feat(3.1): rag doctor nombra la colección con esquema roto en vez de esperar a la consulta
2026-08-24	f738c695fb297b7d93cb3bca92aae2821f797b09	7ffe2ca0f30906ce25137a26d2f7db8274b04520	f738c69	7ffe2ca	fix(1.13): la API sí abortaba al cerrar; devolver Shutdown() de ONNX al host
2026-08-24	f9e0b525b17f4a99af08b9f851595db2c7527dc7	d33682bf4cca9fe2bc1367808c7779102a090f96	f9e0b52	d33682b	feat(arnes): exigir rollback escrito antes de gastar en un ítem
2026-08-24	fab52363bd5018cdb7936cb3947facf476621b31	c612f3394333134a0be44837b999b96312e12c20	fab5236	c612f33	chore(ledger): cerrar 3.2-api-endurecida
2026-08-25	120061e67631bff824d0ef1b33f578c0b2fdb174	b7f58c449660c6c0a1426600362dd658dc0b9dfe	120061e	b7f58c4	feat: seleccionar binario ONNX por arquitectura (arm64 vs. genérico)
2026-08-25	250293f7fa9e77dff036ecc7dbd63e5631c7aed3	a19f3a6f8c9be332f5e6e15e7f705def4a20ca6b	250293f	a19f3a6	feat(otel): configurar exportación de métricas System.Diagnostics para 4 instrumentos del Meter
2026-08-25	4ed8e117e0caf318214e026fee97a0d6073998fa	2847cad808ea06160e798354ce3a55806cb28a7d	4ed8e11	2847cad	chore(ledger): rastro de cierre para los 4 ítems `hecho` que no lo tenían
2026-08-25	5b4ef953b869920f3f0e209bf7fc56e95da76e0e	808985a685c7386e023c36b468f6c5e2062324a5	5b4ef95	808985a	feat: score de gate invariante al TopK con lote de 1 (4.2)
2026-08-25	73cd68289eb93b135002e91eed5b7256b32994e6	5d3c812f6982662ca2612327fa9bdf5fdbdddb29	73cd682	5d3c812	docs: plan de instrumentación de consultas del piloto y feedback de usuario
2026-08-25	a18ced51629cae4b32ebb44105e2eee2132cb29f	ab41c101bb92b4f8af6ff16a961e0cfd5035b2a3	a18ced5	ab41c10	Merge branch 'feat/rag-api-selector-coleccion' of https://github.com/DanielWueno/Rag.Context.Engine into feat/rag-api-selector-coleccion
2026-08-25	be29b604e7198764cb6021a9c7295be444e8cdb8	103559d21278a82c2db5e1fe8c4c4c6b081414f9	be29b60	103559d	feat: guardia de crecimiento para IsDocumentation() del enum SourceLanguage
2026-08-25	c94d54dd34248b9952dd41f5a83caeaeeb6d8049	c37db5cdffe9fd472836fff688a6a077113fe61a	c94d54d	c37db5c	docs: 3.4 — mover Fase N a docs/, actualizar README, agregar LICENSE y CLAUDE.md
2026-08-25	d61cd24ae8c3072f25d4ab29ae27b969fb1b6935	0635832c860e7b944b3bd1bf31eda3101b43109c	d61cd24	0635832	feat: medir invarianza del score de rerank al TopK (4.1)
2026-08-25	e55279eaba26f4e213c7e025327b85cea4a6c99d	cdcbfe775048319da57d1cc34b205aca621bbd9b	e55279e	cdcbfe7	refactor(arnes): consumir el plugin en vez de la copia vendorizada
2026-08-25	e8e4fd77c3157fa45354e155740892f998e09702	a91e9c6f7738177236c7cba2988f97e3ea031cfc	e8e4fd7	a91e9c6	infra: simplificar docker-compose para usar qdrant-local standalone
2026-08-25	edd636c6b1ae2e37ea73fbecbdc2b05648ca87e5	2c472b05f51da4b92485f59c092a802fd44f55e0	edd636c	2c472b0	chore(ledger): cerrar 3.4-docs-fieles
2026-08-25	ef2b451a7171a7aca3480e99c5998903c19f447a	77ece7daaa529246ec8f8806b1a415b2befa69be	ef2b451	77ece7d	fix: cultura invariante en score de cabecera de chunk
2026-08-25	eff939ceb35b7d6e746ced3b3abc8dcb0345ee7c	3d03f4b6e9a361337c50dacf07ad768cc1fd52a4	eff939c	3d03f4b	docs: agregar instrucciones para verificar métricas OTEL con dotnet-counters
2026-08-25	f3fe7fbd7011890dca88ca57268419555deed91e	3514171569903e94a1018e5ed0a231f8eab42368	f3fe7fb	3514171	chore(ledger): cerrar 3.3-exportador-otel
2026-08-26	18d00b6fd8d0684aae1f574ccbcb878c9bde3695	e06718d2603182bae10fa79e60b07ba29848fb55	18d00b6	e06718d	feat: calibrar bandas del gate con datos etiquetados y activar el score estable (4.3)
2026-08-26	886d53b7d92b7d77b4b7a0bc7d4db8efd6cda175	6764aaab4c7e0efa0649af5f8a34d8f3cbae659e	886d53b	6764aaa	chore(ledger): reabre 3.10 y registra el mismo defecto en IsProse
2026-08-26	8c12e18437f9f8ddce249b5189ffd31f6fa467de	f9a36ba2ef22c39d31d5454391ed8ab4c2a3dd1a	8c12e18	f9a36ba	fix: guardia de crecimiento para IsDocumentation() e IsProse()
2026-08-26	f3d94e908e795a603009934a6ed505f7494b20ba	409e99a6f89cc8beef101e72c74cc1a5fe5f6435	f3d94e9	409e99a	chore(ledger): cerrar 3.11 — guardia de crecimiento para IsProse()
2026-08-31	04b5d0683b67769a1e421e27ac42ebc860ef5521	05b10b04437616b18c18bdcf382eecb803d55798	04b5d06	05b10b0	fix: la rama (b) del addendum de banda media describe la forma prohibida en vez de citarla (4.4)
2026-08-31	1642bb00c11b6cb2b163548c470384c174026b3c	89f87e28f0cd911280f8f36a03fac0de442631c3	1642bb0	89f87e2	feat: extractor sintactico de simbolos (defined/consumed) para C# y TypeScript (5.c)
2026-08-31	20c2ed34ba328aea937b73eed896ed111f683d51	05c81f29b790e52559330b624f5a07990462f184	20c2ed3	05c81f2	test: comportamiento de GenerationContextAssembler (intercambio por resumen) y ChatAnswerStreamer (4.8)
2026-08-31	2b054ec5f207e2a6a9ec3be034f399998751a92d	2c3dc40b2de7c2af5b36124d5a8504f7a86a5ac1	2b054ec	2c3dc40	test: regresion permanente para las bandas del gate (4.4) y la invarianza de score al TopK (4.2)
2026-08-31	2fc6b6ac9fee19ccb3529b480905fded2de194ac	87ba186442c9b546379f23a8142183c9e605c0ff	2fc6b6a	87ba186	docs: corregir la caracterizacion de 4.7 en el analisis de puertos y adaptadores
2026-08-31	3861b9ad9d92b7589ffa1fecba209c17a093fdc2	00675b77969648e9a1638873df34a181436454eb	3861b9a	00675b7	docs: registrar los requisitos del paso de plan a ledger y normalizar 7.c
2026-08-31	3e8a1485d4c698efe5497097df2bd4f7ca977013	8de13b43b4f1a3122a9d590a7c688763f7f451ba	3e8a148	8de13b4	fix: la API consume el veredicto de ConfidenceGate en vez de recalcular la banda (4.7)
2026-08-31	b643edf4fad0ac4e99a8b9881bc6866d6c0d41e6	8384a48f878edeee9120628ce9f951d18a01eb94	b643edf	8384a48	docs: recorrido explicado del sistema para incorporacion
2026-08-31	b8acfd42169823196aca46ec9969b29efbce45a8	fcc677359f3df6108cb696cb9c793fc225f3bc4e	b8acfd4	fcc6773	docs: evaluar Ports & Adapters y reconciliar el ledger (olas 9 y 10)
2026-08-31	ccf641b812452e15be04609b87c61d21867cb0fc	e20a8c1ce4c560149b575578a6038074293a77dd	ccf641b	e20a8c1	Actualizar CLAUDE.md: referencias al plugin arnes-plan y cifras actuales
